label,year,reporter_info,status,case_categories,jurisdictions,principal_laws,summary,at_issue,case_documents,url
"Plan B Earth and Others v. The Secretary of State for Business, Energy, and Industrial Strategy",2017,Claim No. CO/16/2018,Appeal Denied,"Suits against governments, GHG emissions reduction and trading, Other","United Kingdom, England and Wales, Court of Appeal, Court of Appeal (Civil Division), United Kingdom, England and Wales, High Court of Justice","United Kingdom, Climate Change Act 2008","Plan B Earth, a charity with the mission to realize the goals of the Paris Agreement on climate change, has filed a climate change lawsuit against the Secretary of State for Business, Energy, and Industrial Strategy (Secretary of State). Plan B Earth is joined in the lawsuit by 11 citizen claimants ranging in age from 9 to 79 who are impacted by climate change in a variety of ways. The claimants allege that the Secretary of State violated the Climate Change Act 2008 (the 2008 Act) and other law by failing to revise a 2050 carbon reduction target in light of new international law and scientific developments.",Government’s alleged violation of the Climate Change Act 2008 for failure to revise its 2050 carbon emissions reduction target in light of the Paris Agreement and the latest science,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20171207_Claim-No.-CO162018_points-of-claim-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20171207_Claim-No.-CO162018_points-of-claim-2.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180129_Claim-No.-CO162018_na-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180212_Claim-No.-CO162018_reply-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180214_Claim-No.-CO162018_order-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180222_Claim-No.-CO162018_appeal-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180720_Claim-No.-CO162018_judgment-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180726_Claim-No.-CO162018_appeal.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2018/20180726_Claim-No.-CO162018_appeal-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20190120_Claim-No.-CO162018_decision.pdf",https://climatecasechart.com/non-us-case/plan-b-earth-others-v-secretary-state-business-energy-industrial-strategy
Henry v. EPA,2022,2021-HC-DEM-CIV-FDA,Pending,"Suits against governments, Environmental assessment and permitting, Natural resource extraction, Suits against governments, Access to information, Suits against governments, GHG emissions reduction and trading, Other","Guyana, Supreme Court","Guyana, Environmental Protection Regulations 2000, Guyana, Environmental Protection Act","In February 2022, three Guyanese citizens (Sinikka Henry, a lecturer at the University of Guyana, Sherlina Nageer, and Andriska Thorington, students at the University of Guyana) filed suit alleging that the Guyanese Environmental Protection Agency’s decision to grant a modified environmental permit to Esso violated Guyanese environmental laws, where the modified permit allows Esso/ExxonMobil to flare gas in exchange for paying a fee. The plaintiffs seek several Court Orders, including quashing the EPA’s decision to grant the modified permit, and ordering the EPA to issue reports on Esso’s activities, failures to uphold environmental provisions in the permit, and the emissions impacts of Esso’s operations.",Whether Guyana’s Environmental Protection Agency’s issuing of an oil exploration permit violates Guyanese environmental laws.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220121_2021-HC-DEM-CIV-FDA_application.pdf,https://climatecasechart.com/non-us-case/henry-v-epa
Macquarie Generation v. Hodgson,,[2011] NSWCA 424; [2010] NSWLEC 34  (Australia),Decided on Appeal,"Suits against governments, GHG emissions reduction and trading, Other","Australia, New South Wales, Court of Appeals","Australia, Protection of the Environment Operations Act 1997 (NSW)","Peter Gray & Naomi Hodgson v. Macquarie Generation [2010] NSWLEC 34: Environmental activists brought suit against a state-owned power company, seeking a declaratory judgment that one of their power stations had been emitting carbon dioxide into the atmosphere in a manner that has harmed or is likely to harm the environment in contravention of § 115(1) of the Protection of the Environment Operations Act 1997. Defendant Macquarie Generation’s motion for summary dismissal was denied on March 22, 2010, although Justice Pain did dismiss the applicant’s case in part. The court found that even if Defendant has an implied authority to emit some amount of carbon dioxide in generating electricity under its license, that authority is limited to an amount which has reasonable regard and care for people and the environment.",Challenge court finding implied permit conditions limiting CO2 emissions,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2011/20111222_2011-NSWCA-424-2010-NSWLEC-34-Australia_decision-1.pdf,https://climatecasechart.com/non-us-case/macquarie-generation-v-hodgson
La Rose v. Her Majesty the Queen,2019,T-1750-19,Pending,"Suits against governments, GHG emissions reduction and trading, Other, Suits against governments, Public Trust","Canada, Federal Court of Appeal","Canada, Canadian Charter of Rights and Freedoms, Canada, Constitution of Canada","On October 27, 2020, a Federal Court judge dismissed the lawsuit by Canadian youth against the Canadian government on a pretrial motion to strike for failing to state a reasonable cause of action. The plaintiffs appealed the case to the Federal Court of Appeal on November 24.","Canadian youth sought declarations that Canada violated their rights by failing to take sufficient action on climate change, and an order requiring the government to implement a Climate Recovery Plan.","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2019/20191025_T-1750-19_complaint.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200207_T-1750-19_reply.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20200831_T-1750-19_reply.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201027_T-1750-19_order.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201124_T-1750-19_appeal.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2020/20201124_T-1750-19_appeal-2.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210503_T-1750-19_appeal.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231213_T-1750-19_judgment.pdf",https://climatecasechart.com/non-us-case/la-rose-v-her-majesty-the-queen
Essent Belgium NV v. [Flemish region of] Vlaams Gewest,,Case C-492/14,Decided,"Suits against governments, GHG emissions reduction and trading, Other","European Union, European Court of Justice","European Union, Secondary Law, Directives, 2001/77/EC, European Union, Secondary Law, Directives, 2003/54/EC","A Belgian gas and electricity supplier, Essent Belgium NV, sought compensation from Vlaams Gewest, a Flemish region of Belgium, where a series of legislative changes had excluded the supplier from a scheme designed to benefit Flemish sources of renewable electricity. The scheme relieved electricity end-users of having to pay for distribution system costs—as much as 37% of regional electric bills—when purchasing electricity from qualifying sources, and so made those sources’ product more attractive and more heavily subscribed. The first version of the scheme extended this benefit only to renewable suppliers that were connected directly to the region’s distribution grid; the second, revised version made the benefit available to suppliers located within all of Belgium, even if they were linked to the Flemish region’s distribution grid via a high-voltage transmission line. Essent Belgium sources its renewable electricity from facilities located primarily in the Netherlands.",Determine legality under EU law of Flemish scheme to promote domestic sources of renewable energy,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20160926_Case-C-49214_judgment.pdf,https://climatecasechart.com/non-us-case/essent-belgium-nv-v-flemish-region-of-vlaams-gewest
Finnish Association for Nature Conservation and Greenpeace v. Finland,2022,,Decided,"Suits against governments, Human Rights, Right to a healthy environment, Suits against governments, GHG emissions reduction and trading, Other","Finland, Supreme Administrative Court",,"Finland's Climate Act (423/2022) was amended to include new provisions on the climate plans of municipalities and on appeals concerning decisions made under the Climate Act. According to section 16 of the Finnish Climate Act, “[t]he Government shall monitor the implementation of the climate policy plans […] adequately to determine whether the targets concerning climate change mitigation and adaptation set out in the plans and the objectives referred to […] will be achieved. On the basis of the monitoring, the Government shall, if necessary, decide on the additional measures required to achieve the targets.“ The new Climate Change Act sets a target of reaching carbon neutrality by 2035 – a target recommended by Finland’s Climate Council. With the new law, there is now a legal obligation to reach carbon neutrality by 2035. However, the collapse of Finland’s carbon sinks in 2021 has created a situation where the government’s climate policy plans are insufficient for meeting the Climate Act’s targets. The reason is due to the intensive forest logging and the slowing down of forest growth that has become a source of greenhouse emissions.",Whether the Finnish government has ignored its commitments to mitigate GHG emissions under Finnish law.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230607_18412_judgment.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230607_18412_judgment-2.pdf",https://climatecasechart.com/non-us-case/finnish-association-for-nature-conservation-and-greenpeace-v-finland
Cementownia “Odra” S.A. v. Commission of the European Communities,,Case T - 198/07,Application dismissed,"Suits against governments, GHG emissions reduction and trading, EU ETS","European Union, General Court (known as Court of First Instance before 2010)","European Union, Secondary Law, Directives, 2003/87/EC",Applicants in the above actions challenged the Commission of the European Communities’ decision rejecting the Polish Phase II national allocation plan (NAP) for the allocation of GHG emission allowances.  The Court dismissed all actions as inadmissible because the Commission’s decision did not directly and individually affect the Applicants.,Sought annulment of Commission decision rejecting part of phase II of Poland's National Allocation Plan for emissions allowances,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2008/20081122_Case-T-19807_judgment-1.pdf,https://climatecasechart.com/non-us-case/cementownia-odra-sa-v-commission-of-the-european-communities
Declic et al. v. The Romanian Government,2023,Case No. 114/33/2023 (trial proceedings); Case No. 2683/1/2023 (appeal proceedings),Pending,"Suits against governments, Human Rights, Other, Suits against governments, GHG emissions reduction and trading, Other","Romania, Cluj Court of Appeal","Romania, Constitution of Romania, Article 135(2), European Union, Secondary Law, Directives, Energy Efficiency Directive, Romania, Constitution of Romania, Article 136(3), European Union, Secondary Law, Regulations, Regulation 2021/1119, International Law, UNFCCC, Paris Agreement, European Union, Primary Law, Charter of Fundamental Rights of the EU, European Union, Secondary Law, Directives, 2018 Revised Renewable Energy Directive","On January 31, 2023, the NGO Declic and a group of individuals issued an application for judicial review  before the Cluj Court of Appeal against the Romanian Government, the Ministry of Energy, the Ministry of Environment, Water and Forests, seeking that the court order the authorities to take all necessary measures to reduce greenhouse gas emissions (hereinafter GHG) by 55% by 2030 compared to 1990 levels and to achieve climate neutrality by 2050. They also demand that the Court order the Romanian Government et al. to take adequate measures to increase the share of renewable energy in final energy consumption to 45% and to increase energy efficiency by 13% by 2030.","Whether the mitigation and adaptation targets undertaken by the Romanian authorities violate the Paris Agreement, European and domestic law","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230131_Case-No.-114332023-trial-proceedings-Case-No.-268312023-appeal-proceedings_complaint-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230201_Case-No.-114332023-trial-proceedings-Case-No.-268312023-appeal-proceedings_order-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230328_Case-No.-114332023-trial-proceedings-Case-No.-268312023-appeal-proceedings_na-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230303_Case-No.-114332023-trial-proceedings-Case-No.-268312023-appeal-proceedings_na-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230522_Case-No.-114332023-trial-proceedings-Case-No.-268312023-appeal-proceedings_na-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230101_Case-No.-114332023-trial-proceedings-Case-No.-268312023-appeal-proceedings_na-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230101_Case-No.-114332023-trial-proceedings-Case-No.-268312023-appeal-proceedings_judgment-2.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230101_Case-No.-114332023-trial-proceedings-Case-No.-268312023-appeal-proceedings_judgment.pdf",https://climatecasechart.com/non-us-case/declic-et-al-v-the-romanian-government
Lafarge Cement S.A. v Commission of the European Communities,,Case T-195/07,Application dismissed,"Suits against governments, GHG emissions reduction and trading, EU ETS","European Union, General Court (known as Court of First Instance before 2010)","European Union, Secondary Law, Directives, 2003/87/EC",Applicants in the above actions challenged the Commission of the European Communities’ decision rejecting the Polish Phase II national allocation plan (NAP) for the allocation of GHG emission allowances.  The Court dismissed all actions as inadmissible because the Commission’s decision did not directly and individually affect the Applicants.,Sought annulment of Commission decision rejecting part of the Polish Phase II National Allocation Plan,No case documents are available.,https://climatecasechart.com/non-us-case/lafarge-cement-sa-v-commission-of-the-european-communities
Six Youths v. Minister of Environment and Others,2021,Ação Popular nº 5008035-37.2021.4.03.6100,Decided,"Suits against governments, GHG emissions reduction and trading, Other","Brazil, Sao Paulo, Sao Paulo Federal Court","International Law, UNFCCC, Paris Agreement, Brazil, National Climate Change Policy (Law No. 12187 of 2009)","This is a Popular Action, with a request for an injunction, filed by young activists who are members of the Engajamundo and Fridays for Future Brasil movements, against Ricardo de Aquino Salles (in his capacity as Minister of the Environment), Ernesto Henrique Fraga Araújo (former Minister of State for Foreign Affairs) and the Federal Union.",Whether Brazil's updated NDC violated the Paris Agreement and Brazil's constitution by decreasing its ambition.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210413_Acao-Popular-no-5008035-37.2021.4.03.6100_complaint.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210528_Acao-Popular-no-5008035-37.2021.4.03.6100_decision-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210701_Acao-Popular-no-5008035-37.2021.4.03.6100_reply.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20231130_Acao-Popular-no-5008035-37.2021.4.03.6100_decision.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240607_Acao-Popular-no-5008035-37.2021.4.03.6100_decision.pdf",https://climatecasechart.com/non-us-case/six-youths-v-minister-of-environment-and-others
Turp v. Minister of Justice and Attorney General of Canada,2012,2012 FC 893,Decided,"Suits against governments, GHG emissions reduction and trading, Kyoto Protocol",,"Canada, Kyoto Protocol Implementation Act, 2007","Daniel Turp sought judicial review of Canada’s decision to withdraw from the Kyoto Protocol to the UN Framework Convention on Climate Change. He alleged that the Conservative-led Government could not do without some form of authorization from Parliament. Underlying this dispute and Canada’s ambivalent commitment to Kyoto was the fact that Canada was led from 2004 to 2015 by Governments elected with either a razor-thin majority of seats or reliant for their majority position on a coalition of parties. Canada had signed the Kyoto Protocol in 1998 and ratified it in 2002. A Conservative Government entered into power in 2006, shortly after the Protocol entered into effect in 2005. When that Government made clear that it would not pursue greenhouse gas emissions reductions adequate to comply with Kyoto, a member of parliament proposed a private bill—i.e., proposed legislation not put forward by the government—requiring compliance with the Protocol, which became known as the Kyoto Protocol Implementation Act (KPIA). About a month after Canada gave notice of its withdrawal from the Kyoto Protocol in December 2011, the applicant, Turp, sought judicial review of that decision. Between his filing and issuance of the court’s opinion, Parliament repealed the KPIA.",Challenge Canadian Government's withdrawal from Kyoto Protocol,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2012/20120717_2012-FC-893_decision.pdf,https://climatecasechart.com/non-us-case/turp-v-minister-of-justice-and-attorney-general-of-canada
"Marlene Lemme, et al. v. State of Bayern (constitutional claim)",2021,,Decided,"Suits against governments, Human Rights, Other, Suits against governments, GHG emissions reduction and trading, Other","Germany, Federal Constitutional Court","International Law, UNFCCC, Paris Agreement, Germany, Federal Climate Protection Act of 2019 (KSG)","On June 30, 2021, youth plaintiffs Marlene Lemme, David Schiepek, Lukas Schulz, Stefan Emmerichs, Julius Papst, Kaspar Seßner, Friedl Seßner, Andreas Mäckler, Clara Göppel-Ramsurn, and Lucie Göppel-Ramsurn, supported by environmental organization Deutsche Umwelthilfe (DUH; Environmental Action Germany), brought a constitutional claim against the state of Bayern (Bavaria) for the inadequacy of its adopted climate law. The plaintiffs relied on the German Constitution (Basic Law) and the Paris Agreement, as transposed in the Federal Climate Protection Act (KSG), to request the state legislature to set a GHG emissions reduction pathway towards achieving climate neutrality by 2045, necessary to comply with the KSG and the overarching 1.5°C temperature target. This case is part of a series of eleven separate constitutional complaints supported by DUH against ten federal states, following the Constitutional Court’s Neubauer decision in 2021.",The inadequacy of a climate protection law in the State of Bavaria.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210630_14619_petition.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220118_14619_order.pdf",https://climatecasechart.com/non-us-case/marlene-lemme-et-al-v-state-of-bayern-constitutional-claim
Segovia et al. v. Climate Change Commission,2017,,Decided,"Suits against governments, Human Rights, Other, Suits against governments, GHG emissions reduction and trading, Other","Philippines, Supreme Court","Philippines, Executive Order No. 774, Philippines, Filipino Constitution of 1987","In 2017, petitioners sued the Government of the Philippines seeking to reduce air pollution from vehicular emissions. They argued that the government’s failure to address air pollution was prejudicing life, health, and the property of all Filipinos. Petitioners alleged that the government should reduce “personal and official consumption of fossil fuels” by at least 50%. They asserted that the government should (i) reduce vehicular traffic by implementing road sharing with pedestrians and cyclists, (ii) devote public open spaces to sustainable urban farming, and (iii) allocate more budget to mitigating environmental pollution. The petitioners had sought the writs of kalikasan (protection of constitutional rights to a healthy environment) and continuing mandamus to compel the Presidentially-created Climate Change Commission to implement a variety of measures to promote biking and walking and disincentivize car travel. Petitioners based their claims in the Philippine Constitution and Executive Order 774, which designates a task group to reform the transportation sector and follow the principle ""those who have less in wheels must have more in road.""",Whether the Philippine government's Climate Change Commission violated the constitution by failing to enact ambitious climate-related transportation measures.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2017/20170307_17425_judgment.pdf,https://climatecasechart.com/non-us-case/segovia-et-al-v-climate-change-commission
Klimatická žaloba ČR v. Czech Republic,2021,,Decided,"Suits against governments, Human Rights, Other, Suits against governments, Human Rights, Right to a healthy environment, Suits against governments, GHG emissions reduction and trading, Other","Czech Republic, Prague Municipal Court","International Law, UNFCCC, Paris Agreement, European Union, Primary Law, Charter of Fundamental Rights of the EU, Czech Republic, Constitution, International Law, European Convention on Human Rights","On April 21, 2021, a group of Czech citizens filed a lawsuit against the Czech government for its failure to act on climate change and associated human rights violations. The plaintiffs include the climate action NGO Klimatická žaloba ČR, a municipality (Svatý Jan pod Skalou), and four individuals. The defendants are the Ministry of the Environment, the Ministry of Industry and Trade, the Ministry of Agriculture, the Ministry of Transport, and the Government of the Czech Republic. The plaintiffs alleged that the government, by failing to adequately address climate change, is violating the rights to life, health, and a sustainable environment of Czech citizens, as guaranteed by the Czech constitution, the EU Charter of Fundamental Rights, and the European Convention on Human Rights. The plaintiffs plan to present evidence that the country has a limited carbon budget necessary to meet its constitutional and Paris Agreement obligations and that the government's Climate Protection Policy permits emissions 2.5 times higher than what the carbon budget allows. The plaintiffs seek a court order requiring the government to implement necessary measures to maintain a carbon budget of 800 Mt CO2 from January 2021 until the end of the century and to take essential actions to adapt to climate change.",Whether the Czech Republic's inaction on climate change violates human rights,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210421_13440_complaint.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220615_13440_decision.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220615_13440_judgment.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230220_13440_decision.pdf",https://climatecasechart.com/non-us-case/klimaticka-zaloba-cr-v-czech-republic
Non-compliance Procedure of Bulgaria under the Kyoto Protocol,2010,CC-2010-1-17/Bulgaria/EB,Decided,"Suits against governments, GHG emissions reduction and trading, Kyoto Protocol","United Nations, United Nations Framework Convention on Climate Change","International Law, UNFCCC, Kyoto Protocol","The case arose with respect to Bulgaria’s 2009 annual submission that was not compliant with the UNFCCC reporting guidelines, the IPCC good practice guidance and the IPCC good practice guidance for LULUCF. The institutional arrangements and technical competence appeared to be insufficient. Consequently, it was found that the Bulgarian national system did not operate fully in accordance with the general and specific functions as set out in the guidelines for national systems. On 28 June 2010, the enforcement branch determined that Bulgaria was not in compliance with the guidelines for national systems and consequently not eligible to participate in the transfer and sale of emission credits. In August 2010 and October 2010, Bulgaria submitted revised plans of implementation and updated reports. On 4 February 2011, the branch decided that there no longer continued to be a question of implementation with respect to Bulgaria's eligibility and reinstated Bulgaria’s eligibility eligible to participate in the mechanisms under articles 6, 12 and 17 of the Protocol.",Bulgaria’s failure to establish an initial report demonstrating its capacity to account for emissions,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2010/20100317_CC-2010-1-17BulgariaEB_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2010/20100628_CC-2010-1-17BulgariaEB_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2010/20101004_CC-2010-1-17BulgariaEB_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2011/20110204_CC-2010-1-17BulgariaEB_na.pdf",https://climatecasechart.com/non-us-case/non-compliance-procedure-of-bulgaria-under-the-kyoto-protocol
In re Court on its own motion v. State of Himachal Pradesh and others,2013,2013 (CWPIL No. 15 of 2010),Decided,"Suits against governments, Human Rights, Right to a healthy environment, Suits against governments, GHG emissions reduction and trading, Other","India, National Green Tribunal","India, Constitution, India, National Green Tribunal Act","In February 2014, India's National Green Tribunal issued a ruling on its own motion imposing a number of restrictions on activity around the Rohtang Pass, an environmentally sensitive area in the Himalayan state of Himachal Pradesh.","Court on its own motion issued restrictions to curb black carbon emissions, among other things.","https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2014/20140206_2013-CWPIL-No.-15-of-2010_opinion-1.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2016/20160509_2013-CWPIL-No.-15-of-2010_order-1.pdf",https://climatecasechart.com/non-us-case/sher-singh-v-state-of-himachal-pradesh
"Rights Community Action v. Secretary of State for Levelling Up, Housing and Communities (Action Plan for Salt Cross Garden Village)",2023,,Decided,"Suits against governments, GHG emissions reduction and trading, Other","United Kingdom, England and Wales, High Court of Justice","United Kingdom, Planning Act 2008, United Kingdom, Energy Act 2008, United Kingdom, Planning and Compulsory Purchase Act 2004","In April 2023, rights and climate collective Rights: Community: Action (“RCA”) issued a legal challenge to the decision of the government’s Planning Inspectors. The Planning Inspectors had reviewed the West Oxfordshire District Council’s Area Action Plan (“AAP”) for a planned new garden village in Salt Cross. The AAP included a draft policy (“Policy OS2”) which set out very detailed requirements for achieving net zero-carbon development.",Whether planning inspectors acted unlawfully when finding a council’s inclusion of net-zero standards in its plan for the development of a new village conflicted with national policy.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2023/20230413_19094_press-release.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220725_19094_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240220_19094_judgment.pdf",https://climatecasechart.com/non-us-case/rights-community-action-v-secretary-of-state-for-levelling-up-housing-and-communities-action-plan-for-salt-cross-garden-village
"Marks and Spencer PLC v Secretary of State for Levelling Up, Housing and Communities",2023,,Decided,"Suits against governments, GHG emissions reduction and trading, Other","United Kingdom, England and Wales, High Court of Justice","United Kingdom, Town and Country Planning Act 1990 (England and Wales)","This challenge concerned Marks and Spencer’s flagship London store. In July 2023, the Secretary of State refused planning permission for its demolition and replacement with a new mixed office and retail store. The claimant brought a public law challenge.
In March 2024, the High Court upheld that challenge, thus quashing the refusal of planning permission.
One ground of challenge concerned the Secretary of State’s finding that there was a ""strong presumption in favour of repurposing buildings"", which was “reflected” in the following paragraph of the National Planning Policy Framework:
""152. The planning system should support the transition to a low carbon future in a changing climate, taking full account of flood risk and coastal change. It should help to: shape places in ways that contribute to radical reductions in greenhouse gas emissions, minimise vulnerability and improve resilience; encourage the reuse of existing resources, including the conversion of existing buildings; and support renewable and low carbon energy and associated infrastructure.""
The Secretary of State had misinterpreted this policy, and so erred in law. Whilst there was some encouragement for the reuse of buildings, there was nothing close to a presumption. (Judgment, paragraphs 54 to 57.)
A further ground related to the Secretary of State’s approach to ""embodied carbon"". Again, the Secretary of State had misinterpreted planning policy, this time in the London Plan. That policy stated “Major development should be net zero” and included a carbon offsetting requirement. However that related to the operational phase. It did not relate to the embodied carbon in the construction phase. The Secretary of State had misinterpreted the policy on this point, and in the process appears to have become “thoroughly confused”. The court stressed the importance in making clear that this case was not about whether or not it would be appropriate or justified to have such a policy in the light of the climate emergency. Such a judgement is not the function of the court. The issue for the court was whether the Secretary of State erred in law by misinterpreting policy. (Judgment 113 to 124.)",The legality of the refusal of planning permission for the demolition and rebuilding of Marks and Spencer’s flagship London store.,https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2024/20240103_67115_judgment.pdf,https://climatecasechart.com/non-us-case/marks-and-spencer-plc-v-secretary-of-state-for-levelling-up-housing-and-communities
"Otis Hoffman, et al. v. State of Mecklenburg-Vorpommern",2021,,Decided,"Suits against governments, Human Rights, Youth/Children, Suits against governments, GHG emissions reduction and trading, Other","Germany, Federal Constitutional Court","International Law, UNFCCC, Paris Agreement, Germany, Constitution, Germany, Federal Climate Protection Act of 2019 (KSG)","On September 9, 2021, Otis Hoffman, Camille Marie Damm, Hannes Damm, and two children, supported by environmental organization Deutsche Umwelthilfe (DUH; Environmental Action Germany) brought a constitutional claim against the state of Mecklenburg-Vorpommern (MV), for its failure to adopt a climate protection law. In January 2021, a climate bill was introduced to the state parliament, but rejected in April 2021. Plaintiffs invoked the state’s duty to protect their fundamental rights, to request that the state legally stipulate a GHG emissions reduction pathway towards achieving climate neutrality by 2045, to comply with the Federal Climate Protection Act and the overarching 1.5°C temperature target, as informed by the Paris Agreement. This case is part of a series of eleven separate constitutional complaints supported by DUH against ten federal states, following the Constitutional Court’s Neubauer decision in 2021.",The lack of a climate protection law in the State of Mecklenburg-Vorpommern.,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2021/20210909_14610_petition.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2022/20220118_14610_order.pdf",https://climatecasechart.com/non-us-case/otis-hoffman-et-al-v-state-of-mecklenburg-vorpommern
Non-compliance Procedure of Lithuania under the Kyoto Protocol,2011,CC-2011-3-8/Lithuania/EB,Decided,"Suits against governments, GHG emissions reduction and trading, Kyoto Protocol","United Nations, United Nations Framework Convention on Climate Change","International Law, Kyoto Protocol Compliance Tribunals, Kyoto Protocol, International Law, UNFCCC, Kyoto Protocol","The question of implementation arose with respect to Lithuania’s 2010 annual inventory submission. Consequently, it was found that the Lithuanian national system did not operate fully in accordance with the general and specific functions as set out in the guidelines for national systems. In particular, the institutional, legal and procedural arrangements failed in estimating emissions and sinks covered by the Protocol, and for reporting and archiving this information in accordance with the methods described in the revised 1996 IPCC guidelines. Further, the national system was unable to comply with the preparation of information under Article 7, paragraph 1 of the Kyoto Protocol, for land-use change and forestry activities.",Lithuania’s failure to establish an initial report demonstrating its capacity to account for emissions in compliance with guidelines under the Kyoto Protocol,"https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2011/20110916_CC-2011-3-8LithuaniaEB-_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2011/20111221_CC-2011-3-8LithuaniaEB-_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2012/20120327_CC-2011-3-8LithuaniaEB-_na.pdf, https://climatecasechart.com/wp-content/uploads/non-us-case-documents/2012/20121024_CC-2011-3-8LithuaniaEB-_na.pdf",https://climatecasechart.com/non-us-case/non-compliance-procedure-of-lithuania-under-the-kyoto-protocol
